visitorid,first_activity,last_activity,total_events,unique_items,unique_categories,count_views,count_addtocart,count_transaction,session_duration_seconds,events_per_second,addtocart_ratio,purchase_ratio,view_to_purchase_ratio,anomaly_score,is_abnormal
662213,2015-05-03 08:32:51.178,2015-07-18 05:52:21.463,42,28,16,37,5,0,6556770.285,6.405592719342919e-06,0.13513513513513514,0.0,0.0,-1,1
662419,2015-08-09 15:36:00.318,2015-08-09 15:36:00.929,2,1,1,2,0,0,0.611,3.2733224222585924,0.0,0.0,0.0,-1,1
662427,2015-06-24 23:39:17.477,2015-06-24 23:39:29.009,3,1,1,2,1,0,11.532,0.2601456815816857,0.5,0.0,0.0,-1,1
662475,2015-07-17 15:40:32.767,2015-09-09 03:17:08.420,18,10,6,14,2,2,4620995.653,3.895264430364527e-06,0.14285714285714285,1.0,0.14285714285714285,-1,1
662735,2015-09-10 23:54:12.070,2015-09-11 00:01:21.697,3,1,1,1,1,1,429.627,0.0069828013602497045,1.0,1.0,1.0,-1,1
663080,2015-08-27 18:12:22.204,2015-08-27 18:12:50.535,2,1,1,1,1,0,28.331,0.07059404892167591,1.0,0.0,0.0,-1,1
663309,2015-08-25 20:26:25.226,2015-08-25 20:27:36.253,2,1,1,1,1,0,71.027,0.02815830599631126,1.0,0.0,0.0,-1,1
663337,2015-08-08 02:45:10.993,2015-08-08 02:45:55.883,2,1,1,1,1,0,44.89,0.044553352639786145,1.0,0.0,0.0,-1,1
663372,2015-05-21 02:58:10.604,2015-05-21 03:00:42.508,3,1,1,1,1,1,151.904,0.019749315357067622,1.0,1.0,1.0,-1,1
663548,2015-06-30 20:06:49.820,2015-06-30 20:08:59.560,3,2,1,1,2,0,129.74,0.023123169415754586,2.0,0.0,0.0,-1,1
663591,2015-05-19 19:24:27.489,2015-05-19 19:59:35.336,10,7,7,3,7,0,2107.847,0.0047441773525308045,2.3333333333333335,0.0,0.0,-1,1
663616,2015-08-25 23:37:23.453,2015-08-26 16:08:59.524,8,2,1,4,3,1,59496.071,0.00013446266056795582,0.75,0.3333333333333333,0.25,-1,1
663650,2015-06-11 19:49:51.455,2015-06-11 19:52:08.722,2,1,1,1,1,0,137.267,0.014570144317279463,1.0,0.0,0.0,-1,1
663764,2015-05-06 05:47:51.475,2015-05-06 05:48:52.147,2,1,1,1,1,0,60.672,0.032964135021097046,1.0,0.0,0.0,-1,1
663771,2015-08-12 21:54:30.784,2015-08-12 21:56:22.795,2,1,1,1,1,0,112.011,0.01785538920284615,1.0,0.0,0.0,-1,1
663780,2015-08-28 15:05:51.309,2015-08-28 15:17:23.690,5,2,2,2,3,0,692.381,0.007221457550106084,1.5,0.0,0.0,-1,1
663946,2015-07-26 16:39:08.865,2015-07-26 16:39:08.943,2,2,1,2,0,0,0.078,25.641025641025642,0.0,0.0,0.0,-1,1
664024,2015-06-23 12:31:27.565,2015-06-23 12:32:06.741,2,1,1,1,1,0,39.176,0.051051664284255664,1.0,0.0,0.0,-1,1
664067,2015-08-01 20:47:32.546,2015-08-01 20:48:31.939,4,1,1,1,3,0,59.393,0.06734800397353223,3.0,0.0,0.0,-1,1
664130,2015-06-09 13:52:42.604,2015-06-09 13:56:22.007,3,1,1,1,1,1,219.403,0.013673468457587181,1.0,1.0,1.0,-1,1
664310,2015-05-26 18:53:41.433,2015-05-26 19:07:48.848,4,1,1,2,1,1,847.415,0.004720237427942625,0.5,1.0,0.5,-1,1
664551,2015-09-07 22:08:57.249,2015-09-09 16:27:45.052,18,8,4,9,5,4,152327.803,0.00011816621552665602,0.5555555555555556,0.8,0.4444444444444444,-1,1
664682,2015-09-05 19:03:53.272,2015-09-09 20:12:31.480,55,37,14,46,7,2,349718.208,0.0001572694779449402,0.15217391304347827,0.2857142857142857,0.043478260869565216,-1,1
664721,2015-08-03 19:15:00.067,2015-08-04 21:23:29.171,14,6,1,2,6,6,94109.104,0.00014876350326319118,3.0,1.0,3.0,-1,1
664735,2015-05-24 18:18:43.279,2015-05-24 18:28:24.703,4,2,1,2,1,1,581.424,0.006879660970307383,0.5,1.0,0.5,-1,1
664763,2015-06-02 06:14:46.679,2015-07-19 18:21:41.958,90,29,10,79,5,6,4104415.279,2.192760573241205e-05,0.06329113924050633,1.2,0.0759493670886076,-1,1
664829,2015-07-22 22:50:10.430,2015-07-22 22:52:18.968,3,1,1,1,1,1,128.538,0.023339401577743543,1.0,1.0,1.0,-1,1
664833,2015-08-07 04:10:36.481,2015-08-07 04:12:01.175,7,2,1,2,5,0,84.694,0.08265048291496446,2.5,0.0,0.0,-1,1
664846,2015-06-13 00:39:28.323,2015-06-13 00:51:58.684,5,1,1,3,1,1,750.361,0.00666345932157988,0.3333333333333333,1.0,0.3333333333333333,-1,1
664865,2015-06-10 14:31:50.527,2015-06-10 14:32:54.054,4,2,1,2,2,0,63.527,0.06296535331433878,1.0,0.0,0.0,-1,1
664882,2015-05-26 20:43:34.841,2015-05-26 20:43:39.468,2,1,1,1,1,0,4.627,0.4322455154527772,1.0,0.0,0.0,-1,1
665043,2015-07-16 15:14:12.366,2015-07-16 15:14:44.134,2,1,1,1,1,0,31.768,0.06295643414756988,1.0,0.0,0.0,-1,1
665303,2015-05-11 01:30:02.904,2015-05-11 01:30:08.707,2,1,0,1,1,0,5.803,0.34464931931759435,1.0,0.0,0.0,-1,1
665308,2015-05-27 05:58:06.260,2015-06-26 04:52:50.478,10,3,1,4,3,3,2588084.218,3.863861898484789e-06,0.75,1.0,0.75,-1,1
665322,2015-07-02 20:04:01.872,2015-07-02 20:04:01.904,2,2,2,2,0,0,0.032,62.5,0.0,0.0,0.0,-1,1
665558,2015-05-12 16:06:49.135,2015-05-12 16:06:49.241,2,1,1,2,0,0,0.106,18.867924528301888,0.0,0.0,0.0,-1,1
665789,2015-07-16 20:30:08.992,2015-07-24 21:22:48.657,22,14,5,17,5,0,694359.665,3.1683868042651926e-05,0.29411764705882354,0.0,0.0,-1,1
666163,2015-08-04 23:02:23.944,2015-08-05 01:06:01.844,4,1,1,2,1,1,7417.9,0.0005392361719624152,0.5,1.0,0.5,-1,1
666342,2015-07-24 19:33:19.645,2015-07-24 20:08:14.070,20,15,7,17,3,0,2094.425,0.009549160270718693,0.17647058823529413,0.0,0.0,-1,1
666380,2015-08-27 01:26:22.521,2015-08-27 01:26:30.014,2,1,1,1,1,0,7.493,0.26691578806886423,1.0,0.0,0.0,-1,1
666517,2015-07-16 04:20:48.762,2015-07-16 13:55:45.597,3,1,1,1,1,1,34496.835,8.696449978671957e-05,1.0,1.0,1.0,-1,1
666897,2015-09-02 23:47:33.994,2015-09-02 23:53:25.462,3,1,1,1,1,1,351.468,0.008535627710061798,1.0,1.0,1.0,-1,1
666929,2015-07-11 04:03:10.051,2015-07-11 04:03:11.966,3,1,1,3,0,0,1.915,1.566579634464752,0.0,0.0,0.0,-1,1
667034,2015-07-07 22:53:21.792,2015-07-07 22:53:49.386,2,1,1,1,1,0,27.594,0.07247952453431905,1.0,0.0,0.0,-1,1
667177,2015-06-16 14:44:55.898,2015-06-16 14:46:22.929,2,1,1,1,1,0,87.031,0.022980317358182716,1.0,0.0,0.0,-1,1
667244,2015-09-12 03:07:24.458,2015-09-12 03:09:13.804,2,2,2,1,1,0,109.346,0.018290563898084977,1.0,0.0,0.0,-1,1
667364,2015-05-12 01:16:38.384,2015-05-12 01:16:38.759,2,1,1,2,0,0,0.375,5.333333333333333,0.0,0.0,0.0,-1,1
667565,2015-05-05 16:11:08.870,2015-05-05 16:49:10.510,4,1,1,2,1,1,2281.64,0.0017531249452148456,0.5,1.0,0.5,-1,1
667569,2015-06-15 02:34:05.226,2015-06-15 02:54:33.662,8,2,1,4,2,2,1228.436,0.006512345779511509,0.5,1.0,0.5,-1,1
667587,2015-05-24 02:51:00.603,2015-05-24 03:00:06.519,6,6,6,1,5,0,545.916,0.010990701866221175,5.0,0.0,0.0,-1,1
667707,2015-06-29 02:39:47.932,2015-06-29 03:30:02.803,4,1,1,2,1,1,3014.871,0.0013267566008628561,0.5,1.0,0.5,-1,1
667979,2015-07-15 06:37:51.629,2015-07-15 06:38:53.040,2,1,1,1,1,0,61.411,0.03256745534187686,1.0,0.0,0.0,-1,1
668226,2015-07-13 22:57:23.314,2015-08-27 04:05:50.699,20,8,5,14,4,2,3820107.385,5.235454919024482e-06,0.2857142857142857,0.5,0.14285714285714285,-1,1
668227,2015-05-07 17:45:49.716,2015-06-01 20:15:31.670,18,10,4,14,2,2,2168981.954,8.29882423263352e-06,0.14285714285714285,1.0,0.14285714285714285,-1,1
668288,2015-05-17 06:33:20.586,2015-05-17 09:06:08.148,34,23,13,30,2,2,9167.562,0.003708728667447245,0.06666666666666667,1.0,0.06666666666666667,-1,1
668449,2015-06-22 07:11:58.046,2015-06-22 07:12:00.107,2,1,1,1,1,0,2.061,0.970402717127608,1.0,0.0,0.0,-1,1
668478,2015-08-20 01:47:10.355,2015-08-20 01:47:39.152,2,1,1,1,1,0,28.797,0.06945167899433968,1.0,0.0,0.0,-1,1
668489,2015-05-12 21:03:08.730,2015-05-12 22:19:20.817,4,2,2,2,1,1,4572.087,0.0008748739908055117,0.5,1.0,0.5,-1,1
668510,2015-05-22 20:55:41.692,2015-08-18 20:11:35.800,11,11,2,3,8,0,7600554.108,1.4472629026378349e-06,2.6666666666666665,0.0,0.0,-1,1
668696,2015-05-17 00:15:49.762,2015-05-17 00:16:55.304,2,1,1,1,1,0,65.542,0.03051478441304812,1.0,0.0,0.0,-1,1
668769,2015-07-06 17:53:20.028,2015-07-06 17:54:00.189,2,1,1,1,1,0,40.161,0.04979955678394462,1.0,0.0,0.0,-1,1
668787,2015-07-02 23:48:56.036,2015-07-02 23:49:32.144,2,1,1,1,1,0,36.108,0.055389387393375435,1.0,0.0,0.0,-1,1
668905,2015-07-08 15:07:21.401,2015-07-08 15:08:31.955,2,2,1,1,1,0,70.554,0.028347081667942284,1.0,0.0,0.0,-1,1
669149,2015-08-31 23:38:47.607,2015-08-31 23:40:40.878,3,1,1,1,2,0,113.271,0.02648515507058294,2.0,0.0,0.0,-1,1
669270,2015-08-05 14:53:35.446,2015-08-05 14:54:16.503,2,1,1,1,1,0,41.057,0.04871276518011545,1.0,0.0,0.0,-1,1
669337,2015-07-23 07:00:26.080,2015-07-23 07:00:53.280,2,1,1,1,1,0,27.2,0.07352941176470588,1.0,0.0,0.0,-1,1
669350,2015-06-09 20:13:54.804,2015-06-09 20:13:55.472,2,1,1,2,0,0,0.668,2.994011976047904,0.0,0.0,0.0,-1,1
669522,2015-08-23 21:13:53.661,2015-08-23 21:24:03.888,7,2,2,3,4,0,610.227,0.011471141067176642,1.3333333333333333,0.0,0.0,-1,1
669563,2015-05-19 19:06:20.534,2015-05-19 19:06:21.713,2,1,1,1,1,0,1.179,1.6963528413910092,1.0,0.0,0.0,-1,1
669723,2015-09-09 04:54:29.229,2015-09-09 04:54:34.052,2,1,1,1,1,0,4.823,0.4146796599626788,1.0,0.0,0.0,-1,1
669744,2015-08-22 19:41:58.530,2015-08-22 19:54:29.966,3,1,1,1,1,1,751.436,0.003992355969104488,1.0,1.0,1.0,-1,1
669826,2015-06-10 02:56:13.706,2015-06-10 02:56:19.108,2,1,1,1,1,0,5.402,0.3702332469455757,1.0,0.0,0.0,-1,1
669874,2015-08-17 06:48:51.336,2015-08-17 06:48:51.695,2,1,1,1,1,0,0.359,5.571030640668524,1.0,0.0,0.0,-1,1
669886,2015-05-12 06:15:13.954,2015-05-12 06:24:53.443,6,4,4,2,4,0,579.489,0.010353949772989651,2.0,0.0,0.0,-1,1
669931,2015-07-20 01:20:09.907,2015-07-20 01:20:41.743,4,2,1,2,2,0,31.836,0.12564392511622063,1.0,0.0,0.0,-1,1
669949,2015-07-22 02:16:52.544,2015-09-11 04:20:49.598,40,11,5,34,3,3,4413837.054,9.06240976063001e-06,0.08823529411764706,1.0,0.08823529411764706,-1,1
669974,2015-09-08 19:00:06.757,2015-09-08 19:43:10.352,4,1,1,2,1,1,2583.595,0.0015482302760301055,0.5,1.0,0.5,-1,1
669994,2015-05-23 03:29:14.582,2015-05-23 03:33:30.591,3,1,1,1,1,1,256.009,0.011718338027178732,1.0,1.0,1.0,-1,1
670000,2015-07-07 12:12:10.890,2015-07-07 12:12:10.970,2,2,1,2,0,0,0.08,25.0,0.0,0.0,0.0,-1,1
670011,2015-07-22 17:16:44.112,2015-07-22 17:24:51.355,4,1,1,2,1,1,487.243,0.008209456061964975,0.5,1.0,0.5,-1,1
670016,2015-05-11 22:03:56.667,2015-05-11 22:04:09.690,2,1,1,1,1,0,13.023,0.15357444521231667,1.0,0.0,0.0,-1,1
670058,2015-09-03 05:07:27.091,2015-09-03 05:07:34.397,2,1,1,1,1,0,7.306,0.2737476047084588,1.0,0.0,0.0,-1,1
670124,2015-05-07 04:46:08.759,2015-05-07 04:47:05.298,3,2,1,1,2,0,56.539,0.05306071914961354,2.0,0.0,0.0,-1,1
670220,2015-08-09 03:21:11.226,2015-08-09 03:53:15.347,11,6,1,5,4,2,1924.121,0.005716896182724475,0.8,0.5,0.4,-1,1
670282,2015-08-17 14:12:26.699,2015-08-17 19:42:01.058,9,6,2,5,2,2,19774.359,0.00045513485418161975,0.4,1.0,0.4,-1,1
670307,2015-09-10 01:48:06.921,2015-09-10 01:58:01.446,3,1,1,1,1,1,594.525,0.005046045162104201,1.0,1.0,1.0,-1,1
670333,2015-09-10 04:17:10.462,2015-09-17 06:01:28.139,5,3,1,1,4,0,611057.677,8.18253364321941e-06,4.0,0.0,0.0,-1,1
670407,2015-07-24 04:32:09.507,2015-08-18 18:58:04.955,29,18,7,25,4,0,2211955.448,1.3110571474765076e-05,0.16,0.0,0.0,-1,1
670422,2015-06-28 14:54:07.630,2015-06-28 14:56:23.239,2,1,1,1,1,0,135.609,0.014748283668488078,1.0,0.0,0.0,-1,1
670614,2015-06-14 11:05:01.791,2015-06-14 11:06:01.787,2,1,1,1,1,0,59.996,0.033335555703713576,1.0,0.0,0.0,-1,1
670832,2015-05-18 18:38:58.841,2015-05-19 16:23:38.921,3,1,1,1,1,1,78280.08,3.8323926086943194e-05,1.0,1.0,1.0,-1,1
670876,2015-07-27 06:13:26.494,2015-07-27 06:14:43.380,2,1,1,1,1,0,76.886,0.02601253804333689,1.0,0.0,0.0,-1,1
670936,2015-07-29 17:50:56.574,2015-07-29 17:51:01.335,2,1,1,1,1,0,4.761,0.4200798151648813,1.0,0.0,0.0,-1,1
671108,2015-06-18 05:26:37.083,2015-06-18 05:26:44.218,2,1,1,1,1,0,7.135,0.2803083391730904,1.0,0.0,0.0,-1,1
671272,2015-09-02 20:41:16.452,2015-09-02 20:51:50.091,4,1,1,2,1,1,633.639,0.006312742744685854,0.5,1.0,0.5,-1,1
671395,2015-05-31 04:10:50.806,2015-05-31 04:11:50.079,2,1,1,1,1,0,59.273,0.033742176032932364,1.0,0.0,0.0,-1,1
671454,2015-07-31 17:22:25.971,2015-07-31 17:22:26.442,2,1,1,1,1,0,0.471,4.246284501061571,1.0,0.0,0.0,-1,1
671597,2015-08-22 09:25:18.913,2015-08-22 09:29:42.223,3,1,1,1,1,1,263.31,0.011393414606357526,1.0,1.0,1.0,-1,1
671669,2015-05-13 20:11:49.951,2015-05-13 20:12:01.865,2,2,1,1,1,0,11.914,0.16786973308712438,1.0,0.0,0.0,-1,1
671696,2015-06-24 14:42:11.596,2015-06-24 14:43:33.768,2,1,1,1,1,0,82.172,0.024339190965292315,1.0,0.0,0.0,-1,1
671723,2015-09-07 16:54:30.927,2015-09-16 00:31:36.476,11,8,2,9,1,1,718625.549,1.5306998220849508e-05,0.1111111111111111,1.0,0.1111111111111111,-1,1
671765,2015-07-21 02:38:34.858,2015-07-21 02:57:50.101,3,1,1,1,1,1,1155.243,0.0025968562458288,1.0,1.0,1.0,-1,1
671780,2015-07-09 01:08:52.146,2015-07-09 01:09:28.449,2,2,1,1,1,0,36.303,0.055091865686031465,1.0,0.0,0.0,-1,1
671781,2015-09-02 04:28:48.458,2015-09-02 04:29:28.843,2,1,1,1,1,0,40.385,0.04952333787297264,1.0,0.0,0.0,-1,1
671934,2015-05-19 15:18:33.850,2015-05-19 15:24:21.804,6,2,1,3,2,1,347.954,0.017243658644533474,0.6666666666666666,0.5,0.3333333333333333,-1,1
672120,2015-08-19 14:55:54.115,2015-08-19 16:36:06.641,6,2,2,2,2,2,6012.526,0.0009979166826056137,1.0,1.0,1.0,-1,1
672217,2015-05-14 21:39:51.171,2015-08-04 18:48:27.832,4,2,2,2,1,1,7074516.661,5.654096515244604e-07,0.5,1.0,0.5,-1,1
672218,2015-05-25 03:20:08.598,2015-07-31 23:36:07.173,181,60,16,150,27,4,5861758.575,3.087810555213799e-05,0.18,0.14814814814814814,0.02666666666666667,-1,1
672219,2015-06-13 17:25:00.302,2015-06-13 17:26:36.647,2,1,1,1,1,0,96.345,0.020758731641496705,1.0,0.0,0.0,-1,1
672326,2015-05-30 06:00:07.698,2015-05-30 06:11:20.163,5,5,3,1,4,0,672.465,0.007435331206828608,4.0,0.0,0.0,-1,1
672339,2015-06-27 15:24:55.995,2015-06-27 15:28:26.742,4,1,1,2,1,1,210.747,0.018980104105871018,0.5,1.0,0.5,-1,1
672361,2015-07-28 23:09:20.410,2015-07-28 23:10:42.624,2,1,1,1,1,0,82.214,0.02432675700002433,1.0,0.0,0.0,-1,1
672404,2015-09-01 19:42:19.515,2015-09-01 19:46:41.465,3,1,1,1,1,1,261.95,0.011452567283832793,1.0,1.0,1.0,-1,1
672630,2015-05-07 19:08:37.585,2015-05-07 19:10:23.477,4,1,1,2,1,1,105.892,0.037774336116042764,0.5,1.0,0.5,-1,1
672723,2015-05-14 17:50:54.394,2015-05-14 18:17:06.215,26,17,3,19,7,0,1571.821,0.016541323725793203,0.3684210526315789,0.0,0.0,-1,1
672785,2015-05-05 19:18:55.363,2015-08-03 21:16:50.246,49,20,9,36,10,3,7783074.883,6.295712264959329e-06,0.2777777777777778,0.3,0.08333333333333333,-1,1
672795,2015-06-03 08:48:04.503,2015-06-03 08:48:38.511,2,1,1,1,1,0,34.008,0.05880969183721477,1.0,0.0,0.0,-1,1
672798,2015-06-29 04:31:47.717,2015-06-29 04:31:47.780,2,1,1,2,0,0,0.063,31.746031746031747,0.0,0.0,0.0,-1,1
672818,2015-08-02 03:29:26.622,2015-08-02 03:30:00.314,3,1,1,1,2,0,33.692,0.08904190905853021,2.0,0.0,0.0,-1,1
673007,2015-06-26 03:30:26.432,2015-06-26 03:35:48.461,3,1,1,1,1,1,322.029,0.009315931173900487,1.0,1.0,1.0,-1,1
673138,2015-07-20 13:53:55.248,2015-07-20 14:54:52.865,15,3,2,7,4,4,3657.617,0.004101030807763634,0.5714285714285714,1.0,0.5714285714285714,-1,1
673242,2015-08-19 03:46:05.910,2015-08-19 03:54:16.952,12,7,5,7,5,0,491.042,0.024437828128754772,0.7142857142857143,0.0,0.0,-1,1
673492,2015-09-09 16:47:16.557,2015-09-09 16:47:16.651,2,1,0,2,0,0,0.094,21.27659574468085,0.0,0.0,0.0,-1,1
673552,2015-07-18 02:45:50.086,2015-07-18 02:46:33.553,2,1,1,1,1,0,43.467,0.04601191708652541,1.0,0.0,0.0,-1,1
673557,2015-07-29 01:05:25.230,2015-07-29 01:14:35.934,3,1,1,1,1,1,550.704,0.005447572561666522,1.0,1.0,1.0,-1,1
673618,2015-07-30 04:21:47.660,2015-07-30 04:28:13.863,4,1,1,2,1,1,386.203,0.01035724735437063,0.5,1.0,0.5,-1,1
673644,2015-06-03 14:56:55.921,2015-06-03 14:57:08.645,2,1,1,1,1,0,12.724,0.15718327569946558,1.0,0.0,0.0,-1,1
673695,2015-09-08 02:01:37.273,2015-09-08 02:01:55.474,2,1,1,1,1,0,18.201,0.10988407230371958,1.0,0.0,0.0,-1,1
673776,2015-05-03 20:21:47.302,2015-05-03 20:24:42.383,4,1,1,1,2,1,175.081,0.022846568159880284,2.0,0.5,1.0,-1,1
673913,2015-07-28 23:33:34.418,2015-07-28 23:36:27.048,4,2,1,2,1,1,172.63,0.023170943636679604,0.5,1.0,0.5,-1,1
673919,2015-06-07 17:54:22.136,2015-06-07 21:57:48.138,12,8,3,10,1,1,14606.002,0.0008215800600328549,0.1,1.0,0.1,-1,1
673934,2015-06-11 03:50:50.826,2015-06-11 03:53:43.829,2,2,1,1,1,0,173.003,0.011560493170638661,1.0,0.0,0.0,-1,1
674067,2015-05-22 15:21:41.269,2015-05-22 22:08:25.325,7,2,2,3,2,2,24404.056,0.00028683756503427134,0.6666666666666666,1.0,0.6666666666666666,-1,1
674077,2015-05-27 01:33:36.826,2015-05-27 02:12:10.379,15,9,5,11,4,0,2313.553,0.00648353420042679,0.36363636363636365,0.0,0.0,-1,1
674142,2015-08-15 22:09:06.364,2015-08-15 22:09:12.174,2,1,1,1,1,0,5.81,0.34423407917383825,1.0,0.0,0.0,-1,1
674283,2015-07-15 00:07:01.476,2015-07-26 12:04:11.032,5,1,1,2,2,1,993429.556,5.033069501306442e-06,1.0,0.5,0.5,-1,1
674557,2015-06-24 17:11:35.272,2015-06-24 17:11:35.413,2,1,1,1,1,0,0.141,14.184397163120568,1.0,0.0,0.0,-1,1
674576,2015-07-27 18:08:43.055,2015-07-27 18:09:23.508,2,1,1,1,1,0,40.453,0.049440090969767383,1.0,0.0,0.0,-1,1
674606,2015-07-11 20:23:14.860,2015-07-11 20:24:20.873,2,1,1,1,1,0,66.013,0.030297062699771254,1.0,0.0,0.0,-1,1
674785,2015-05-29 14:52:22.740,2015-05-29 14:53:13.974,2,1,1,1,1,0,51.234,0.03903657727290471,1.0,0.0,0.0,-1,1
675001,2015-07-28 17:07:00.395,2015-07-28 17:16:20.116,9,5,1,5,4,0,559.721,0.016079439577932578,0.8,0.0,0.0,-1,1
675017,2015-08-06 18:54:32.471,2015-08-06 18:54:37.794,2,1,1,1,1,0,5.323,0.3757279729475859,1.0,0.0,0.0,-1,1
675159,2015-09-12 03:09:20.387,2015-09-12 03:09:24.832,3,2,1,1,2,0,4.445,0.6749156355455568,2.0,0.0,0.0,-1,1
675209,2015-07-21 03:03:02.564,2015-07-21 03:09:25.392,5,1,1,2,2,1,382.828,0.013060695664893896,1.0,0.5,0.5,-1,1
675500,2015-07-07 21:01:01.541,2015-07-07 21:03:43.299,3,1,1,1,2,0,161.758,0.018546223370714276,2.0,0.0,0.0,-1,1
675646,2015-06-05 01:19:31.340,2015-07-12 17:35:27.062,10,5,2,6,2,2,3255355.722,3.0718609129008727e-06,0.3333333333333333,1.0,0.3333333333333333,-1,1
675776,2015-08-19 06:30:22.758,2015-08-19 06:31:21.577,2,1,1,1,1,0,58.819,0.03400261820160152,1.0,0.0,0.0,-1,1
675807,2015-06-27 19:41:12.695,2015-06-27 19:41:21.493,2,1,1,1,1,0,8.798,0.22732439190725165,1.0,0.0,0.0,-1,1
675843,2015-05-29 19:48:45.189,2015-09-11 18:33:01.403,21,7,4,14,4,3,9067456.214,2.3159747898838876e-06,0.2857142857142857,0.75,0.21428571428571427,-1,1
675875,2015-06-17 23:29:32.727,2015-06-17 23:30:05.693,2,1,1,1,1,0,32.966,0.06066856761511861,1.0,0.0,0.0,-1,1
675886,2015-07-05 06:18:38.355,2015-07-05 06:18:55.496,2,1,1,1,1,0,17.141,0.11667930692491688,1.0,0.0,0.0,-1,1
675975,2015-06-09 09:51:08.250,2015-06-09 09:55:33.307,4,3,2,2,2,0,265.057,0.015091093613826458,1.0,0.0,0.0,-1,1
676065,2015-06-20 18:48:33.531,2015-06-20 18:49:24.845,2,1,1,1,1,0,51.314,0.0389757181276065,1.0,0.0,0.0,-1,1
676233,2015-08-14 20:47:04.390,2015-08-14 20:47:32.630,3,2,1,1,2,0,28.24,0.10623229461756374,2.0,0.0,0.0,-1,1
676425,2015-08-01 15:34:07.002,2015-08-01 15:34:34.853,2,1,1,1,1,0,27.851,0.07181070697641019,1.0,0.0,0.0,-1,1
676431,2015-07-21 02:15:06.546,2015-07-21 02:16:35.324,2,1,1,1,1,0,88.778,0.02252810380950235,1.0,0.0,0.0,-1,1
676453,2015-06-29 04:21:06.097,2015-06-29 04:21:15.683,2,2,1,1,1,0,9.586,0.20863759649488836,1.0,0.0,0.0,-1,1
676700,2015-06-10 22:10:04.313,2015-06-11 15:40:08.126,14,4,4,6,4,4,63003.813,0.00022220877330075245,0.6666666666666666,1.0,0.6666666666666666,-1,1
676722,2015-07-17 21:46:49.653,2015-07-31 02:41:36.550,20,11,5,16,2,2,1140886.897,1.7530221490483116e-05,0.125,1.0,0.125,-1,1
676919,2015-09-14 19:42:17.883,2015-09-14 21:21:47.818,18,5,3,10,4,4,5969.935,0.003015108204695696,0.4,1.0,0.4,-1,1
676990,2015-09-06 20:36:09.902,2015-09-07 23:44:12.855,27,12,7,19,4,4,97682.953,0.0002764044203291029,0.21052631578947367,1.0,0.21052631578947367,-1,1
676997,2015-05-14 20:13:28.300,2015-05-18 21:39:46.485,46,21,6,34,9,3,350778.185,0.00013113700328884478,0.2647058823529412,0.3333333333333333,0.08823529411764706,-1,1
677255,2015-05-13 17:41:35.746,2015-08-21 00:02:23.871,12,3,3,6,2,4,8576448.125,1.3991806194245477e-06,0.3333333333333333,2.0,0.6666666666666666,-1,1
677299,2015-06-19 00:49:08.813,2015-07-07 18:48:41.242,10,2,2,4,3,3,1619972.429,6.172944564354682e-06,0.75,1.0,0.75,-1,1
677318,2015-06-22 23:48:44.622,2015-07-07 03:30:12.023,23,12,4,18,3,2,1222887.401,1.8807945834744928e-05,0.16666666666666666,0.6666666666666666,0.1111111111111111,-1,1
677329,2015-07-16 21:10:03.139,2015-07-16 21:37:35.720,3,1,0,1,1,1,1652.581,0.0018153421829247706,1.0,1.0,1.0,-1,1
677330,2015-05-04 02:37:00.751,2015-05-04 02:37:05.237,2,1,1,1,1,0,4.486,0.4458314757021846,1.0,0.0,0.0,-1,1
677571,2015-08-31 19:09:36.050,2015-08-31 19:15:04.692,3,1,1,1,1,1,328.642,0.009128474145118396,1.0,1.0,1.0,-1,1
677623,2015-08-25 14:28:24.346,2015-08-25 14:30:49.746,3,1,1,1,1,1,145.4,0.02063273727647868,1.0,1.0,1.0,-1,1
677721,2015-06-01 05:06:47.392,2015-06-01 05:19:21.772,4,2,2,2,1,1,754.38,0.005302367507091917,0.5,1.0,0.5,-1,1
677741,2015-06-04 05:14:16.077,2015-06-04 05:23:03.765,4,1,1,2,1,1,527.688,0.007580236806597839,0.5,1.0,0.5,-1,1
678061,2015-06-17 03:54:55.361,2015-06-17 03:57:29.072,2,1,1,1,1,0,153.711,0.01301143054173091,1.0,0.0,0.0,-1,1
678191,2015-08-06 21:15:35.922,2015-08-06 21:16:46.823,2,1,1,1,1,0,70.901,0.028208346849832866,1.0,0.0,0.0,-1,1
678230,2015-05-21 05:26:53.776,2015-05-21 05:52:29.217,3,1,1,1,1,1,1535.441,0.0019538360640363257,1.0,1.0,1.0,-1,1
678371,2015-05-07 14:38:14.555,2015-05-07 14:38:16.187,2,1,1,2,0,0,1.632,1.2254901960784315,0.0,0.0,0.0,-1,1
678378,2015-07-10 21:31:35.743,2015-07-10 21:32:22.558,2,1,1,1,1,0,46.815,0.04272134999465983,1.0,0.0,0.0,-1,1
678721,2015-05-13 22:22:09.498,2015-05-13 22:25:32.564,3,2,2,1,2,0,203.066,0.01477352190913299,2.0,0.0,0.0,-1,1
678790,2015-06-19 05:46:59.066,2015-06-19 07:02:16.685,56,37,4,50,6,0,4517.619,0.012395910323557609,0.12,0.0,0.0,-1,1
678841,2015-07-23 22:02:29.513,2015-07-23 22:02:30.279,2,1,1,2,0,0,0.766,2.6109660574412534,0.0,0.0,0.0,-1,1
